freq,nace_r1,currency,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 
A,E,PPS,CY	: 	13.77 	15.13 	15.51 	16.02 	16.70 	16.86 	17.40 	18.84 	19.36 	20.22 	22.11 	23.84 	25.23 
A,E,PPS,CZ	6.72 	7.45 	7.96 	8.20 	9.26 	9.94 	11.60 	12.06 	13.03 	13.41 	14.95 	15.83 	17.22 	: 
A,E,PPS,DE	: 	25.74 	27.56 	28.60 	29.46 	32.48 	34.31 	34.14 	36.55 	37.61 	38.69 	41.02 	41.40 	: 
A,E,PPS,DK	: 	: 	20.47 	22.21 	23.27 	24.36 	24.35 	26.08 	26.05 	26.26 	27.70 	29.40 	29.36 	: 
A,E,PPS,EE	: 	4.54 	5.41 	5.82 	5.81 	6.04 	6.39 	7.12 	7.67 	7.93 	8.82 	9.02 	10.25 	11.49 
A,E,PPS,EL	16.10 	16.55 	17.24 	17.72 	18.78 	20.34 	22.26 	24.55 	24.65 	: 	: 	: 	: 	: 
A,E,PPS,ES	: 	28.21 	28.08 	28.92 	29.36 	30.09 	26.84 	29.78 	30.30 	31.29 	33.10 	33.83 	33.37 	: 
A,E,PPS,FI	: 	18.83 	: 	: 	: 	21.10 	22.43 	25.64 	26.37 	27.11 	28.33 	29.55 	31.18 	32.41 
A,E,PPS,FR	: 	28.41 	29.44 	29.93 	31.28 	34.20 	34.70 	34.94 	32.74 	33.50 	36.55 	38.15 	38.85 	39.45 
A,E,PPS,HU	: 	9.00 	9.14 	9.79 	9.82 	10.84 	11.15 	12.44 	12.97 	13.69 	14.64 	15.55 	16.54 	: 
A,E,PPS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.61 	: 	: 
A,E,PPS,IT	: 	26.07 	28.52 	28.14 	27.74 	27.91 	28.35 	27.19 	28.21 	28.41 	: 	: 	: 	: 
A,E,PPS,LT	: 	5.11 	5.46 	5.64 	5.94 	6.44 	6.73 	7.25 	7.84 	8.35 	8.90 	9.64 	10.47 	: 
A,E,PPS,LU	: 	31.79 	32.91 	34.42 	36.81 	36.98 	37.33 	39.43 	40.34 	46.69 	45.31 	46.06 	45.65 	46.04 
A,E,PPS,LV	: 	: 	4.60 	4.86 	5.55 	6.05 	6.41 	7.40 	7.40 	7.62 	8.43 	9.36 	10.99 	11.53 
A,E,PPS,MT	: 	: 	: 	: 	: 	: 	: 	11.50 	13.21 	13.25 	13.04 	11.33 	14.30 	: 
A,E,PPS,NL	: 	26.32 	27.07 	28.41 	30.27 	32.50 	32.58 	34.34 	34.50 	36.81 	36.15 	: 	: 	: 
A,E,PPS,PL	: 	8.04 	8.50 	8.96 	9.68 	9.90 	10.49 	11.11 	11.31 	11.85 	12.20 	13.06 	14.63 	: 
A,E,PPS,PT	: 	14.57 	14.98 	15.01 	15.78 	15.97 	17.31 	18.54 	20.46 	22.09 	24.07 	25.10 	26.34 	26.49 
A,E,PPS,RO	: 	: 	: 	: 	: 	5.46 	6.02 	6.13 	5.97 	6.39 	6.98 	7.86 	8.84 	: 
A,E,PPS,SE	17.08 	18.81 	19.88 	20.85 	21.81 	24.98 	25.38 	26.13 	27.12 	29.54 	30.05 	31.55 	33.71 	: 
A,E,PPS,SI	11.73 	12.42 	13.08 	13.92 	14.67 	15.23 	16.07 	17.24 	17.55 	18.64 	18.76 	19.25 	20.09 	: 
A,E,PPS,SK	: 	6.71 	8.16 	7.76 	6.80 	6.21 	7.30 	10.47 	9.41 	9.05 	10.69 	13.49 	14.63 	: 
A,E,PPS,UK	: 	21.10 	21.93 	22.19 	23.66 	26.75 	26.99 	27.03 	27.54 	29.13 	27.86 	27.95 	27.67 	: 
A,F,EUR,AT	: 	19.84 	19.65 	20.00 	20.61 	21.11 	22.32 	23.41 	23.95 	24.65 	25.07 	24.72 	25.41 	26.46 
A,F,EUR,BE	: 	22.65 	22.23 	22.75 	23.32 	23.81 	25.04 	26.27 	28.30 	28.93 	29.03 	29.77 	30.50 	31.67 
A,F,EUR,BG	: 	: 	: 	0.86 e	1.02 e	1.02 	1.07 	1.05 	1.13 	1.21 	1.24 	1.32 	1.52 	: 
A,F,EUR,CH	: 	: 	: 	: 	: 	27.65 	: 	31.42 	: 	29.97 	: 	30.27 	: 	31.08 
A,F,EUR,CY	: 	8.27 	8.96 	9.35 	9.76 	10.35 	10.78 	11.18 	11.95 	12.65 	13.68 	14.75 	15.28 	16.15 
A,F,EUR,CZ	2.40 	2.71 	2.84 	2.95 	3.22 	3.57 	4.19 	4.99 	4.91 	5.32 	5.78 	6.50 	7.00 	: 
A,F,EUR,DE	: 	19.70 	19.60 	19.40 	19.50 	20.10 	20.50 	21.00 	21.40 	21.20 	21.10 	20.90 	20.90 	: 
A,F,EUR,DK	: 	: 	21.56 	22.72 	23.43 	24.74 	26.47 	27.25 	28.05 	28.70 	29.61 	30.78 	32.06 	: 
A,F,EUR,EE	: 	1.87 	2.07 	2.33 	2.20 	2.59 	3.00 	3.43 	3.89 	4.28 	4.80 	5.69 	7.41 	8.23 
A,F,EUR,EL	7.19 	7.38 	7.56 	7.32 	7.70 	7.72 	7.91 	8.19 	8.49 	: 	: 	: 	: 	: 
A,F,EUR,ES	: 	12.76 	12.05 	11.86 	12.00 	12.06 	11.43 	11.92 	12.56 	13.26 	13.65 	14.22 	15.04 	: 
A,F,EUR,FI	: 	18.42 	18.56 	19.14 	20.14 	20.83 	22.23 	21.87 	22.30 	22.57 	24.07 	24.43 	25.33 	26.91 
A,F,EUR,FR	: 	19.35 	19.73 	19.84 	20.25 	21.18 	22.20 	23.30 	23.89 	24.69 	25.62 	26.35 	27.00 	27.85 
A,F,EUR,HU	: 	1.91 	2.02 	2.08 	2.16 	2.58 	3.00 	3.63 	3.73 	4.00 	4.20 	4.36 	5.19 	: 
A,F,EUR,IS	: 	: 	: 	: 	22.53 	: 	23.78 	26.51 	27.69 	27.71 	33.11 	31.64 	: 	: 
A,F,EUR,IT	: 	15.94 	17.11 	15.80 	15.78 	16.26 	16.04 	16.60 	17.06 	17.67 	: 	: 	: 	: 
A,F,EUR,LT	: 	1.32 	1.84 	2.17 	2.27 	2.36 	2.43 	2.69 	2.68 	2.97 	3.44 	4.56 	5.79 	: 
A,F,EUR,LU	: 	15.45 	15.28 	15.59 	16.20 	16.59 	17.19 	17.69 	18.77 	18.96 	19.53 	19.91 	20.47 	21.03 
A,F,EUR,LV	: 	: 	1.33 	1.56 	1.74 	1.88 	1.91 	1.93 	1.99 	2.15 	2.42 	3.23 	4.31 	5.13 
A,F,EUR,MT	: 	: 	: 	: 	: 	: 	: 	4.75 	5.48 	8.30 	7.73 	7.73 	7.70 	: 
A,F,EUR,NL	: 	20.38 	19.77 b	20.68 	21.95 	22.90 	24.17 	25.39 	26.26 	27.50 	27.80 	: 	: 	: 
A,F,EUR,PL	: 	2.62 	3.07 	3.45 	3.72 	4.01 	4.58 	4.48 	3.97 	4.09 	4.77 	5.37 	6.32 	: 
A,F,EUR,PT	: 	5.28 	5.62 	5.96 	6.47 	6.94 	7.20 	7.50 	7.90 	8.20 	8.50 	8.94 	9.34 	9.67 
A,F,EUR,RO	: 	: 	: 	: 	: 	1.08 	1.23 	1.32 	1.25 	1.44 	1.98 	2.28 	2.98 	: 
A,F,EUR,SE	18.86 	21.49 	21.85 	21.99 	23.31 	25.67 	24.86 	26.16 	27.51 	27.41 	27.72 	28.05 	28.90 	: 
A,F,EUR,SI	6.29 	6.53 	6.92 	7.78 	8.16 	7.58 	7.87 	8.33 	8.70 	9.19 	9.39 	10.44 	11.28 	: 
A,F,EUR,SK	: 	2.29 	2.65 	2.71 	2.80 	2.95 	2.80 	3.01 	3.49 	3.71 	4.15 	4.79 	5.58 	: 
A,F,EUR,UK	: 	14.27 	16.71 	17.93 	19.67 	22.38 	23.20 	24.44 	23.04 	24.53 	23.34 	24.76 	25.46 	: 
A,F,NAC,AT	: 	19.37 	19.74 	20.14 	20.61 	21.11 	22.32 	23.41 	23.95 	24.65 	25.07 	24.72 	25.41 	26.46 
A,F,NAC,BE	: 	22.06 	22.34 	22.91 	23.32 	23.81 	25.04 	26.27 	28.30 	28.93 	29.03 	29.77 	30.50 	31.67 
A,F,NAC,BG	: 	: 	: 	1.70 e	1.99 e	2.00 	2.08 	2.05 	2.20 	2.37 	2.43 	2.58 	2.98 	: 
A,F,NAC,CH	: 	: 	: 	: 	: 	43.08 	: 	46.09 	: 	46.26 	: 	47.61 	: 	49.33 
A,F,NAC,CY	: 	8.36 	8.92 	9.26 	9.65 	10.15 	10.61 	10.99 	11.93 	12.58 	13.48 	14.51 	15.21 	16.15 
A,F,NAC,CZ	83.23 	93.38 	102.07 	106.28 	118.71 	127.22 	142.87 	153.75 	156.29 	169.69 	172.23 	184.13 	194.23 	: 
A,F,NAC,DE	: 	19.23 	19.69 	19.53 	19.50 	20.10 	20.50 	21.00 	21.40 	21.20 	21.10 	20.90 	20.90 	: 
A,F,NAC,DK	: 	: 	161.36 	170.41 	174.19 	184.39 	197.24 	202.49 	208.44 	213.55 	220.63 	229.60 	238.89 	: 
A,F,NAC,EE	: 	1.82 	2.07 	2.35 	2.20 	2.59 	3.00 	3.43 	3.89 	4.28 	4.80 	5.69 	7.41 	8.23 
A,F,NAC,EL	6.39 	6.62 	6.86 	7.10 	7.36 	7.63 	7.91 	8.19 	8.49 	: 	: 	: 	: 	: 
A,F,NAC,ES	: 	12.33 	12.01 	11.92 	12.00 	12.06 	11.43 	11.92 	12.56 	13.26 	13.65 	14.22 	15.04 	: 
A,F,NAC,FI	: 	18.06 	18.36 	19.26 	20.14 	20.83 	22.23 	21.87 	22.30 	22.57 	24.07 	24.43 	25.33 	26.91 
A,F,NAC,FR	: 	19.16 	19.89 	19.97 	20.25 	21.18 	22.20 	23.30 	23.89 	24.69 	25.62 	26.35 	27.00 	27.85 
A,F,NAC,HU	: 	370.72 	426.72 	500.15 	546.69 	671.24 	771.03 	882.64 	947.00 	1006.00 	1043.00 	1153.00 	1304.00 	: 
A,F,NAC,IS	: 	: 	: 	: 	1739.01 	: 	2079.04 	2285.00 	2399.00 	2415.00 	2590.00 	2777.00 	: 	: 
A,F,NAC,IT	: 	16.13 	17.05 	15.86 	15.78 	16.26 	16.04 	16.60 	17.06 	17.67 	: 	: 	: 	: 
A,F,NAC,LT	: 	6.71 	8.36 	9.74 	9.68 	8.71 	8.70 	9.31 	9.26 	10.25 	11.88 	15.73 	19.98 	: 
A,F,NAC,LU	: 	15.05 	15.35 	15.70 	16.20 	16.59 	17.19 	17.69 	18.77 	18.96 	19.53 	19.91 	20.47 	21.03 
A,F,NAC,LV	: 	: 	0.88 	1.03 	1.09 	1.05 	1.07 	1.12 	1.27 	1.43 	1.69 	2.25 	3.02 	3.61 
A,F,NAC,MT	: 	: 	: 	: 	: 	: 	: 	4.52 	5.44 	8.27 	7.74 	7.73 	7.70 	: 
A,F,NAC,NL	: 	19.79 	19.83 	20.83 	21.95 	22.90 	24.17 	25.39 	26.26 	27.50 	27.80 	: 	: 	: 
A,F,NAC,PL	: 	8.95 	11.39 	13.51 	15.71 	16.06 	16.82 	17.29 	17.47 	18.53 	19.19 	20.92 	23.92 	: 
A,F,NAC,PT	: 	5.16 	5.57 	6.00 	6.47 	6.94 	7.20 	7.50 	7.90 	8.20 	8.50 	8.94 	9.34 	9.67 
A,F,NAC,RO	: 	: 	: 	: 	: 	2.16 	3.21 	4.13 	4.69 	5.82 	7.18 	8.03 	9.95 	: 
A,F,NAC,SE	176.02 	182.98 	189.04 	196.07 	205.32 	216.80 	230.05 	239.70 	250.98 	250.10 	257.32 	259.54 	267.30 	: 
A,F,NAC,SI	4.06 	4.68 	5.23 	6.04 	6.62 	6.54 	7.16 	7.85 	8.49 	9.17 	9.39 	10.44 	11.28 	: 
A,F,NAC,SK	: 	2.96 	3.35 	3.56 	4.10 	4.18 	4.02 	4.27 	4.81 	4.93 	5.32 	5.92 	6.26 	: 
A,F,NAC,UK	: 	11.61 	11.57 	12.13 	12.96 	13.64 	14.43 	15.37 	15.94 	16.65 	15.96 	16.88 	17.42 	: 
A,F,PPS,AT	: 	17.73 	18.34 	19.00 	19.66 	20.73 	21.30 	22.63 	23.18 	23.86 	24.43 	24.25 	24.78 	25.09 
A,F,PPS,BE	: 	20.57 	21.00 	21.16 	21.84 	23.35 	24.27 	25.88 	26.56 	27.10 	27.25 	27.64 	28.39 	28.68 
A,F,PPS,BG	: 	: 	: 	2.30 e	2.69 e	2.65 	2.61 	2.58 	2.77 	2.89 	2.87 	2.94 	3.34 	: 
A,F,PPS,CH	: 	: 	: 	: 	: 	19.40 	: 	21.41 	: 	21.28 	: 	22.48 	: 	24.04 
A,F,PPS,CY	: 	9.57 	10.35 	10.73 	11.17 	11.76 	12.13 	12.55 	13.15 	13.87 	15.12 	16.33 	17.31 	18.19 
A,F,PPS,CZ	5.76 	6.18 	6.40 	6.21 	6.93 	7.44 	8.39 	8.75 	9.00 	9.60 	9.94 	10.59 	11.21 	: 
A,F,PPS,DE	: 	17.25 	17.89 	17.84 	18.18 	18.87 	19.16 	19.69 	20.16 	20.24 	20.41 	20.37 	20.55 	: 
A,F,PPS,DK	: 	: 	16.39 	17.56 	17.82 	19.00 	19.58 	20.36 	19.88 	20.56 	21.07 	22.24 	23.35 	: 
A,F,PPS,EE	: 	3.75 	4.06 	4.31 	3.87 	4.52 	4.91 	5.64 	6.28 	6.79 	7.41 	8.31 	10.10 	10.59 
A,F,PPS,EL	8.67 	8.59 	8.63 	8.53 	8.72 	9.11 	9.61 	10.21 	9.88 	: 	: 	: 	: 	: 
A,F,PPS,ES	: 	14.05 	13.86 	13.87 	13.95 	14.19 	13.39 	14.09 	14.21 	14.58 	14.96 	15.49 	16.20 	: 
A,F,PPS,FI	: 	14.38 	14.85 	15.56 	16.47 	17.24 	17.82 	17.65 	17.61 	18.23 	19.45 	19.91 	21.18 	22.18 
A,F,PPS,FR	: 	16.51 	17.62 	17.92 	18.53 	20.02 	21.33 	22.52 	21.72 	22.45 	23.65 	24.27 	24.99 	24.88 
A,F,PPS,HU	: 	4.31 	4.34 	4.55 	4.60 	5.25 	5.67 	6.32 	6.41 	6.45 	6.63 	7.19 	7.78 	: 
A,F,PPS,IS	: 	: 	: 	: 	17.79 	: 	18.60 	19.70 	19.99 	20.10 	21.57 	21.87 	: 	: 
A,F,PPS,IT	: 	16.04 	17.17 	16.13 	16.07 	16.68 	16.08 	16.16 	16.46 	16.84 	: 	: 	: 	: 
A,F,PPS,LT	: 	3.62 	4.26 	4.77 	4.85 	4.48 	4.49 	4.97 	5.13 	5.55 	6.27 	7.94 	9.64 	: 
A,F,PPS,LU	: 	14.17 	14.33 	14.96 	15.75 	16.35 	16.60 	17.33 	18.18 	18.40 	17.48 	17.88 	17.84 	17.90 
A,F,PPS,LV	: 	: 	2.79 	3.17 	3.34 	3.19 	3.24 	3.38 	3.65 	3.82 	4.25 	5.32 	6.47 	6.86 
A,F,PPS,MT	: 	: 	: 	: 	: 	: 	: 	6.36 	7.61 	11.33 	10.58 	10.34 	10.20 	: 
A,F,PPS,NL	: 	18.96 	19.12 	20.24 	21.38 	22.90 	23.47 	24.68 	24.36 	25.91 	26.53 	: 	: 	: 
A,F,PPS,PL	: 	5.16 	5.91 	6.44 	7.17 	6.92 	7.07 	7.33 	7.30 	7.69 	7.80 	8.60 	10.24 	: 
A,F,PPS,PT	: 	6.36 	6.81 	7.10 	7.76 	8.36 	8.54 	8.69 	9.18 	9.38 	9.98 	10.52 	10.90 	10.98 
A,F,PPS,RO	: 	: 	: 	: 	: 	2.55 	2.96 	3.07 	2.88 	3.32 	3.64 	3.95 	4.68 	: 
A,F,PPS,SE	14.99 	15.93 	16.60 	17.31 	18.45 	20.12 	20.74 	21.49 	22.27 	22.57 	23.26 	23.67 	25.00 	: 
A,F,PPS,SI	8.36 	8.98 	9.56 	10.50 	11.00 	10.41 	10.64 	11.19 	11.41 	12.17 	12.34 	13.61 	14.30 	: 
A,F,PPS,SK	: 	5.68 	6.37 	6.47 	6.91 	6.66 	6.44 	6.73 	6.89 	6.75 	7.49 	8.26 	8.83 	: 
A,F,PPS,UK	: 	15.38 	15.53 	15.98 	17.03 	18.66 	19.87 	20.88 	21.36 	22.61 	21.24 	22.39 	22.34 	: 
A,G,EUR,AT	: 	18.94 	18.67 	18.73 	19.44 	20.04 	20.26 	20.30 	21.08 	21.15 	21.80 	22.00 	22.19 	22.30 
A,G,EUR,BE	: 	: 	: 	: 	22.88 	23.99 	25.15 	26.31 	26.93 	26.04 	26.44 	27.19 	27.98 	29.26 
A,G,EUR,BG	: 	: 	: 	0.89 e	0.97 e	0.76 	0.80 	0.83 	0.93 	1.04 	1.12 	1.24 	1.45 	: 
A,G,EUR,CH	: 	: 	: 	: 	: 	27.63 	: 	30.32 	: 	28.97 	: 	29.52 	: 	30.87 
A,G,EUR,CY	: 	5.89 	6.32 	6.58 	6.85 	7.15 	7.43 	7.70 	8.07 	8.54 	9.08 	9.76 	10.03 	10.52 
A,G,EUR,CZ	2.46 	2.91 	2.86 	3.04 	3.14 	3.77 	4.45 	5.14 	5.02 	5.84 	6.55 	6.71 	7.75 	: 
A,G,EUR,DE	: 	18.81 	19.10 	19.30 	19.90 	20.40 	21.20 	21.80 	22.50 	22.50 	22.60 	22.80 	22.90 	: 
A,G,EUR,DK	: 	: 	20.99 	22.53 	24.10 	24.42 	26.65 	26.54 	27.75 	27.87 	29.09 	29.75 	31.49 	: 
A,G,EUR,EE	: 	1.52 	1.70 	1.97 	2.38 	2.46 	2.94 	3.30 	3.78 	3.83 	4.11 	5.10 	6.16 	7.00 
A,G,EUR,EL	7.13 	7.44 	7.73 	7.61 	8.14 	8.28 	8.61 	9.07 	9.54 	: 	: 	: 	: 	: 
A,G,EUR,ES	: 	11.93 	11.51 	11.57 	11.74 	12.00 	11.05 	11.61 	11.99 	12.55 	12.98 	13.47 	13.85 	: 
A,G,EUR,FI	: 	: 	: 	: 	: 	21.56 	23.24 	21.24 	21.68 	22.31 	23.63 	23.92 	24.41 	25.78 
A,G,EUR,FR	: 	19.25 	19.69 	20.05 	20.56 	21.49 	22.39 	23.34 	23.98 	24.67 	25.02 	25.76 	26.40 	26.86 
A,G,EUR,HU	: 	2.23 	2.31 	2.37 	2.46 	2.80 	3.26 	4.02 	4.24 	4.52 	4.91 	5.37 	5.84 	: 
A,G,EUR,IS	: 	: 	: 	: 	18.82 	: 	20.06 	21.18 	23.65 	25.13 	31.61 	27.83 	: 	: 
A,G,EUR,IT	: 	15.86 	16.85 	16.49 	16.67 	16.88 	17.26 	17.61 	18.89 	19.26 	: 	: 	: 	: 
A,G,EUR,LT	: 	0.87 	1.20 	1.56 	2.02 	2.18 	2.41 	2.70 	2.74 	2.74 	3.15 	3.82 	4.59 	: 
A,G,EUR,LU	: 	14.85 e	15.12 e	15.51 e	15.96 e	16.69 e	17.69 e	18.16 e	18.91 e	19.65 e	20.19 	20.86 	21.43 	21.95 
A,G,EUR,LV	: 	: 	0.97 	1.09 	1.26 	1.54 	1.62 	1.69 	1.79 	1.99 	2.22 	2.78 	3.75 	4.61 
A,G,EUR,MT	: 	: 	: 	: 	: 	: 	: 	5.83 	5.73 	7.18 	7.04 	7.74 	7.94 	: 
A,G,EUR,NL	: 	17.45 	16.59 b	17.19 	18.06 	18.95 	20.33 	21.82 	23.18 	23.54 	24.17 	: 	: 	: 
A,G,EUR,PL	: 	2.51 	2.94 	3.24 	3.69 	4.03 	4.55 	4.52 	4.09 	4.03 	4.78 	5.18 	5.83 	: 
A,G,EUR,PT	: 	6.88 	7.17 	7.45 	7.92 	8.10 	8.60 	9.20 	9.80 	10.40 	10.90 	11.22 	11.35 	11.78 
A,G,EUR,RO	: 	: 	: 	: 	: 	0.89 	1.03 	1.06 	1.10 	1.18 	1.72 	1.99 	2.70 	: 
A,G,EUR,SE	19.11 	22.08 	22.68 	23.01 	24.12 	26.19 	25.32 	26.31 	27.75 	28.10 	28.73 	29.36 	30.33 	: 
A,G,EUR,SI	7.39 	7.61 	7.97 	8.57 	8.90 	8.73 	9.15 	9.75 	10.09 	9.90 	10.23 	10.87 	11.85 	: 
A,G,EUR,SK	: 	1.65 	2.39 	2.56 	2.43 	2.65 	3.01 	3.59 	3.98 	4.27 	4.64 	4.92 	5.87 	: 
A,G,EUR,UK	: 	12.01 	14.62 	15.86 	17.18 	19.57 	19.92 	20.31 	18.63 	19.04 	17.23 	18.45 	19.24 	: 
A,G,NAC,AT	: 	18.49 	18.76 	18.86 	19.44 	20.04 	20.26 	20.30 	21.08 	21.15 	21.80 	22.00 	22.19 	22.30 
A,G,NAC,BE	: 	: 	: 	: 	22.88 	23.99 	25.15 	26.31 	26.93 	26.04 	26.44 	27.19 	27.98 	29.26 
A,G,NAC,BG	: 	: 	: 	1.76 e	1.90 e	1.49 	1.56 	1.61 	1.82 	2.03 	2.20 	2.42 	2.84 	: 
A,G,NAC,CH	: 	: 	: 	: 	: 	43.04 	: 	44.48 	: 	44.72 	: 	46.43 	: 	49.01 
A,G,NAC,CY	: 	5.96 	6.29 	6.51 	6.77 	7.01 	7.31 	7.57 	8.05 	8.49 	8.95 	9.60 	9.98 	10.52 
A,G,NAC,CZ	85.50 	100.31 	102.84 	109.64 	115.66 	134.16 	151.55 	158.41 	159.98 	186.21 	194.99 	190.11 	215.10 	: 
A,G,NAC,DE	: 	18.36 	19.18 	19.43 	19.90 	20.40 	21.20 	21.80 	22.50 	22.50 	22.60 	22.80 	22.90 	: 
A,G,NAC,DK	: 	: 	157.07 	168.94 	179.19 	182.00 	198.62 	197.18 	206.18 	207.36 	216.79 	221.90 	234.63 	: 
A,G,NAC,EE	: 	1.48 	1.71 	1.98 	2.38 	2.46 	2.94 	3.30 	3.78 	3.83 	4.11 	5.10 	6.16 	7.00 
A,G,NAC,EL	6.34 	6.67 	7.02 	7.39 	7.78 	8.18 	8.61 	9.07 	9.54 	: 	: 	: 	: 	: 
A,G,NAC,ES	: 	11.53 	11.48 	11.63 	11.74 	12.00 	11.05 	11.61 	11.99 	12.55 	12.98 	13.47 	13.85 	: 
A,G,NAC,FI	: 	: 	: 	: 	: 	21.56 	23.24 	21.24 	21.68 	22.31 	23.63 	23.92 	24.41 	25.78 
A,G,NAC,FR	: 	19.05 	19.85 	20.18 	20.56 	21.49 	22.39 	23.34 	23.98 	24.67 	25.02 	25.76 	26.40 	26.86 
A,G,NAC,HU	: 	431.77 	489.40 	571.10 	621.94 	727.47 	836.62 	976.82 	1076.00 	1137.00 	1217.00 	1418.00 	1468.00 	: 
A,G,NAC,IS	: 	: 	: 	: 	1452.22 	: 	1753.22 	1825.00 	2049.00 	2190.00 	2473.00 	2442.00 	: 	: 
A,G,NAC,IT	: 	16.05 	16.79 	16.55 	16.67 	16.88 	17.26 	17.61 	18.89 	19.26 	: 	: 	: 	: 
A,G,NAC,LT	: 	4.41 	5.43 	6.98 	8.60 	8.07 	8.62 	9.35 	9.46 	9.47 	10.89 	13.20 	15.86 	: 
A,G,NAC,LU	: 	14.47 e	15.19 e	15.62 e	15.96 e	16.69 e	17.69 e	18.16 e	18.91 e	19.65 e	20.19 	20.86 	21.43 	21.95 
A,G,NAC,LV	: 	: 	0.64 	0.72 	0.79 	0.86 	0.91 	0.98 	1.15 	1.32 	1.54 	1.94 	2.62 	3.24 
A,G,NAC,MT	: 	: 	: 	: 	: 	: 	: 	5.55 	5.69 	7.16 	7.05 	7.74 	7.94 	: 
A,G,NAC,NL	: 	16.94 	16.64 	17.31 	18.06 	18.95 	20.33 	21.82 	23.18 	23.54 	24.17 	: 	: 	: 
A,G,NAC,PL	: 	8.59 	10.92 	12.69 	15.61 	16.15 	16.69 	17.43 	18.00 	18.26 	19.23 	20.18 	22.07 	: 
A,G,NAC,PT	: 	6.72 	7.10 	7.50 	7.92 	8.10 	8.60 	9.20 	9.80 	10.40 	10.90 	11.22 	11.35 	11.78 
A,G,NAC,RO	: 	: 	: 	: 	: 	1.78 	2.67 	3.33 	4.13 	4.80 	6.22 	7.00 	8.99 	: 
A,G,NAC,SE	178.32 	188.02 	196.17 	205.17 	212.40 	221.14 	234.31 	240.99 	253.18 	256.35 	266.66 	271.72 	280.59 	: 
A,G,NAC,SI	4.78 	5.46 	6.02 	6.65 	7.22 	7.53 	8.32 	9.19 	9.85 	9.87 	10.22 	10.87 	11.85 	: 
A,G,NAC,SK	: 	2.13 	3.02 	3.36 	3.55 	3.74 	4.32 	5.09 	5.48 	5.67 	5.94 	6.08 	6.58 	: 
A,G,NAC,UK	: 	9.77 	10.12 	10.73 	11.32 	11.93 	12.39 	12.77 	12.89 	12.92 	11.78 	12.58 	13.17 	: 
A,G,PPS,AT	: 	16.92 	17.43 	17.79 	18.54 	19.68 	19.34 	19.63 	20.40 	20.47 	21.24 	21.58 	21.64 	21.15 
A,G,PPS,BE	: 	: 	: 	: 	21.43 	23.53 	24.38 	25.92 	25.27 	24.39 	24.82 	25.24 	26.04 	26.50 
A,G,PPS,BG	: 	: 	: 	2.38 e	2.57 e	1.98 	1.96 	2.02 	2.29 	2.47 	2.60 	2.76 	3.19 	: 
A,G,PPS,CH	: 	: 	: 	: 	: 	19.39 	: 	20.66 	: 	20.57 	: 	21.93 	: 	23.89 
A,G,PPS,CY	: 	6.82 	7.30 	7.55 	7.84 	8.12 	8.36 	8.64 	8.87 	9.36 	10.04 	10.80 	11.36 	11.85 
A,G,PPS,CZ	5.92 	6.64 	6.45 	6.41 	6.76 	7.84 	8.90 	9.01 	9.21 	10.54 	11.25 	10.93 	12.41 	: 
A,G,PPS,DE	: 	16.47 	17.43 	17.75 	18.55 	19.15 	19.82 	20.44 	21.19 	21.48 	21.86 	22.22 	22.52 	: 
A,G,PPS,DK	: 	: 	15.95 	17.41 	18.33 	18.75 	19.72 	19.83 	19.66 	19.97 	20.70 	21.50 	22.94 	: 
A,G,PPS,EE	: 	3.06 	3.34 	3.64 	4.18 	4.30 	4.82 	5.43 	6.09 	6.07 	6.35 	7.44 	8.39 	9.01 
A,G,PPS,EL	8.60 	8.65 	8.83 	8.88 	9.22 	9.76 	10.46 	11.31 	11.11 	: 	: 	: 	: 	: 
A,G,PPS,ES	: 	13.14 	13.24 	13.53 	13.65 	14.12 	12.94 	13.72 	13.57 	13.80 	14.23 	14.68 	14.92 	: 
A,G,PPS,FI	: 	: 	: 	: 	: 	17.84 	18.63 	17.14 	17.12 	18.02 	19.10 	19.49 	20.41 	21.25 
A,G,PPS,FR	: 	16.42 	17.59 	18.11 	18.81 	20.31 	21.51 	22.56 	21.80 	22.43 	23.10 	23.73 	24.43 	24.00 
A,G,PPS,HU	: 	5.02 	4.98 	5.19 	5.23 	5.69 	6.16 	7.00 	7.28 	7.29 	7.74 	8.85 	8.75 	: 
A,G,PPS,IS	: 	: 	: 	: 	14.85 	: 	15.68 	15.74 	17.07 	18.23 	20.59 	19.23 	: 	: 
A,G,PPS,IT	: 	15.96 	16.91 	16.84 	16.97 	17.32 	17.31 	17.15 	18.23 	18.35 	: 	: 	: 	: 
A,G,PPS,LT	: 	2.38 	2.77 	3.42 	4.31 	4.15 	4.45 	4.99 	5.24 	5.13 	5.74 	6.67 	7.65 	: 
A,G,PPS,LU	: 	13.62 e	14.18 e	14.88 e	15.52 e	16.45 e	17.09 e	17.79 e	18.31 e	19.07 e	18.07 	18.73 	18.67 	18.68 
A,G,PPS,LV	: 	: 	2.03 	2.21 	2.42 	2.62 	2.75 	2.96 	3.30 	3.54 	3.89 	4.58 	5.62 	6.17 
A,G,PPS,MT	: 	: 	: 	: 	: 	: 	: 	7.81 	7.96 	9.81 	9.64 	10.35 	10.52 	: 
